#1 : frequency[Hz] = 1.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
    6   10   1.000e-01  -9.000e-02   1.000e-01  2.914e-01  2.815e-01   11.551  1.882e-03   41.233  7.537e-02  -87.106
    6   11   1.000e-01  -9.000e-02   1.100e-01  3.461e-01  3.453e-01   52.494  1.942e-03   77.131  2.316e-02  -66.778
    6   12   1.000e-01  -9.000e-02   1.200e-01  3.860e-01  3.831e-01   75.603  1.992e-03  113.582  4.715e-02   92.113
    6   13   1.000e-01  -9.000e-02   1.300e-01  3.320e-01  3.129e-01   94.228  2.030e-03  150.729  1.107e-01  105.565
    6   14   1.000e-01  -9.000e-02   1.400e-01  2.203e-01  1.599e-01  126.822  2.052e-03 -171.091  1.515e-01  116.779
    6   15   1.000e-01  -9.000e-02   1.500e-01  2.083e-01  1.331e-01 -133.190  2.060e-03 -130.544  1.602e-01  131.126
    6   16   1.000e-01  -9.000e-02   1.600e-01  2.967e-01  2.596e-01  -92.557  2.136e-03  -86.683  1.436e-01  152.910
    6   17   1.000e-01  -9.000e-02   1.700e-01  3.260e-01  3.003e-01  -69.499  2.430e-03  -41.047  1.269e-01 -173.576
    6   18   1.000e-01  -9.000e-02   1.800e-01  2.812e-01  2.461e-01  -35.913  3.024e-03    1.852  1.359e-01 -136.484
    6   19   1.000e-01  -9.000e-02   1.900e-01  2.848e-01  2.369e-01   24.726  3.888e-03   40.398  1.579e-01 -109.158
    6   20   1.000e-01  -9.000e-02   2.000e-01  4.054e-01  3.694e-01   70.121  5.013e-03   75.813  1.671e-01  -89.786
    6   21   1.000e-01  -9.000e-02   2.100e-01  5.148e-01  4.916e-01   96.103  6.504e-03  108.883  1.529e-01  -73.612
    6   22   1.000e-01  -9.000e-02   2.200e-01  5.345e-01  5.217e-01  120.278  8.471e-03  138.882  1.160e-01  -58.464
    6   23   1.000e-01  -9.000e-02   2.300e-01  5.044e-01  4.954e-01  152.892  1.015e-02  165.871  9.428e-02  -32.517
    6   24   1.000e-01  -9.000e-02   2.400e-01  6.056e-01  5.977e-01 -168.390  1.110e-02 -171.105  9.657e-02   -4.105
    6   25   1.000e-01  -9.000e-02   2.500e-01  8.271e-01  8.227e-01 -130.397  5.969e-03  -15.589  8.462e-02   20.103
    6   26   1.000e-01  -9.000e-02   2.600e-01  6.117e-01  6.102e-01 -107.262  9.318e-03   14.753  4.149e-02   32.942
    6   27   1.000e-01  -9.000e-02   2.700e-01  6.013e-01  6.012e-01  -87.626  8.493e-03  -26.643  4.206e-03    2.888
    6   28   1.000e-01  -9.000e-02   2.800e-01  4.537e-01  4.479e-01  -61.947  9.709e-03  -53.760  7.164e-02 -103.512
    6   29   1.000e-01  -9.000e-02   2.900e-01  3.773e-01  3.495e-01  -10.744  6.606e-03  -59.329  1.418e-01 -108.322
    6   30   1.000e-01  -9.000e-02   3.000e-01  5.407e-01  5.203e-01   28.666  4.364e-03  -56.271  1.469e-01 -114.732
    7    0   1.000e-01  -8.000e-02   0.000e+00  9.004e-02  8.793e-02 -172.469  8.861e-04   30.762  1.933e-02  -68.398
    7    1   1.000e-01  -8.000e-02   1.000e-02  1.828e-01  1.820e-01  117.213  1.030e-03   68.554  1.654e-02  -10.350
    7    2   1.000e-01  -8.000e-02   2.000e-02  2.807e-01  2.794e-01  110.607  1.127e-03  103.157  2.649e-02   32.818
    7    3   1.000e-01  -8.000e-02   3.000e-02  2.670e-01  2.645e-01  117.204  1.171e-03  138.986  3.681e-02   57.045
    7    4   1.000e-01  -8.000e-02   4.000e-02  1.566e-01  1.522e-01  146.833  1.219e-03  177.395  3.675e-02   76.531
    7    5   1.000e-01  -8.000e-02   5.000e-02  1.708e-01  1.693e-01 -125.646  1.321e-03 -143.936  2.271e-02  110.963
    7    6   1.000e-01  -8.000e-02   6.000e-02  3.410e-01  3.400e-01  -94.085  1.461e-03 -106.923  2.594e-02 -151.911
    7    7   1.000e-01  -8.000e-02   7.000e-02  4.477e-01  4.435e-01  -79.357  1.594e-03  -71.701  6.165e-02 -118.093
    7    8   1.000e-01  -8.000e-02   8.000e-02  4.379e-01  4.281e-01  -63.525  1.707e-03  -37.024  9.177e-02 -105.041
    7    9   1.000e-01  -8.000e-02   9.000e-02  3.432e-01  3.286e-01  -36.735  1.790e-03   -2.422  9.890e-02  -95.929
    7   10   1.000e-01  -8.000e-02   1.000e-01  2.861e-01  2.762e-01   11.118  1.848e-03   32.505  7.467e-02  -87.052
    7   11   1.000e-01  -8.000e-02   1.100e-01  3.401e-01  3.393e-01   52.219  1.879e-03   68.302  2.247e-02  -67.008
    7   12   1.000e-01  -8.000e-02   1.200e-01  3.801e-01  3.771e-01   75.148  1.904e-03  105.141  4.746e-02   92.881
    7   13   1.000e-01  -8.000e-02   1.300e-01  3.271e-01  3.077e-01   93.310  1.941e-03  142.725  1.108e-01  105.947
    7   14   1.000e-01  -8.000e-02   1.400e-01  2.163e-01  1.546e-01  124.736  1.980e-03 -179.423  1.512e-01  117.058
    7   15   1.000e-01  -8.000e-02   1.500e-01  2.028e-01  1.250e-01 -131.928  1.989e-03 -140.227  1.597e-01  131.353
    7   16   1.000e-01  -8.000e-02   1.600e-01  2.887e-01  2.510e-01  -91.656  2.014e-03  -98.037  1.428e-01  153.120
    7   17   1.000e-01  -8.000e-02   1.700e-01  3.161e-01  2.900e-01  -69.015  2.202e-03  -52.954  1.259e-01 -173.314
    7   18   1.000e-01  -8.000e-02   1.800e-01  2.704e-01  2.344e-01  -35.253  2.665e-03   -9.807  1.347e-01 -136.151
    7   19   1.000e-01  -8.000e-02   1.900e-01  2.754e-01  2.267e-01   26.993  3.351e-03   28.171  1.564e-01 -108.826
    7   20   1.000e-01  -8.000e-02   2.000e-01  3.964e-01  3.605e-01   72.204  4.130e-03   62.045  1.649e-01  -89.486
    7   21   1.000e-01  -8.000e-02   2.100e-01  5.035e-01  4.806e-01   97.895  4.881e-03   93.645  1.499e-01  -73.336
    7   22   1.000e-01  -8.000e-02   2.200e-01  5.215e-01  5.092e-01  122.269  5.407e-03  124.319  1.126e-01  -58.130
    7   23   1.000e-01  -8.000e-02   2.300e-01  4.956e-01  4.872e-01  155.628  5.208e-03  158.799  9.095e-02  -31.098
    7   24   1.000e-01  -8.000e-02   2.400e-01  6.060e-01  5.982e-01 -165.782  3.754e-03 -179.185  9.717e-02   -0.838
    7   25   1.000e-01  -8.000e-02   2.500e-01  8.555e-01  8.509e-01 -128.160  9.432e-04   -5.082  8.810e-02   24.301
    7   26   1.000e-01  -8.000e-02   2.600e-01  6.289e-01  6.274e-01 -106.899  2.835e-03   14.477  4.302e-02   39.041
    7   27   1.000e-01  -8.000e-02   2.700e-01  6.190e-01  6.190e-01  -88.617  5.210e-03  -47.976  3.177e-03   25.746
    7   28   1.000e-01  -8.000e-02   2.800e-01  4.602e-01  4.548e-01  -64.574  7.494e-03  -70.041  6.983e-02 -104.633
    7   29   1.000e-01  -8.000e-02   2.900e-01  3.680e-01  3.407e-01  -12.723  5.632e-03  -70.083  1.390e-01 -108.643
    7   30   1.000e-01  -8.000e-02   3.000e-01  5.315e-01  5.115e-01   28.407  4.228e-03  -63.126  1.442e-01 -114.728
    8    0   1.000e-01  -7.000e-02   0.000e+00  9.222e-02  9.027e-02 -171.785  9.324e-04   21.132  1.885e-02  -68.182
    8    1   1.000e-01  -7.000e-02   1.000e-02  1.809e-01  1.802e-01  117.930  1.072e-03   58.730  1.618e-02   -9.609
    8    2   1.000e-01  -7.000e-02   2.000e-02  2.776e-01  2.764e-01  110.725  1.168e-03   93.257  2.611e-02   33.423
    8    3   1.000e-01  -7.000e-02   3.000e-02  2.640e-01  2.615e-01  116.973  1.214e-03  128.543  3.635e-02   57.423
    8    4   1.000e-01  -7.000e-02   4.000e-02  1.535e-01  1.492e-01  146.218  1.251e-03  165.920  3.621e-02   76.771
    8    5   1.000e-01  -7.000e-02   5.000e-02  1.672e-01  1.657e-01 -125.127  1.325e-03 -156.029  2.218e-02  111.420
    8    6   1.000e-01  -7.000e-02   6.000e-02  3.370e-01  3.360e-01  -93.839  1.430e-03 -118.830  2.586e-02 -150.690
    8    7   1.000e-01  -7.000e-02   7.000e-02  4.432e-01  4.389e-01  -79.351  1.542e-03  -82.995  6.154e-02 -117.569
    8    8   1.000e-01  -7.000e-02   8.000e-02  4.333e-01  4.235e-01  -63.735  1.646e-03  -47.916  9.144e-02 -104.720
    8    9   1.000e-01  -7.000e-02   9.000e-02  3.387e-01  3.241e-01  -37.165  1.727e-03  -13.470  9.836e-02  -95.722
    8   10   1.000e-01  -7.000e-02   1.000e-01  2.807e-01  2.708e-01   10.795  1.773e-03   20.876  7.402e-02  -86.960
    8   11   1.000e-01  -7.000e-02   1.100e-01  3.339e-01  3.332e-01   52.057  1.774e-03   56.264  2.180e-02  -67.083
    8   12   1.000e-01  -7.000e-02   1.200e-01  3.740e-01  3.709e-01   74.797  1.769e-03   93.347  4.784e-02   93.558
    8   13   1.000e-01  -7.000e-02   1.300e-01  3.218e-01  3.021e-01   92.507  1.796e-03  131.567  1.109e-01  106.301
    8   14   1.000e-01  -7.000e-02   1.400e-01  2.121e-01  1.489e-01  122.838  1.857e-03  169.372  1.511e-01  117.330
    8   15   1.000e-01  -7.000e-02   1.500e-01  1.980e-01  1.177e-01 -130.001  1.889e-03 -152.967  1.592e-01  131.594
    8   16   1.000e-01  -7.000e-02   1.600e-01  2.819e-01  2.435e-01  -90.438  1.891e-03 -113.459  1.422e-01  153.373
    8   17   1.000e-01  -7.000e-02   1.700e-01  3.074e-01  2.808e-01  -68.189  1.971e-03  -70.535  1.252e-01 -172.977
    8   18   1.000e-01  -7.000e-02   1.800e-01  2.613e-01  2.244e-01  -34.065  2.263e-03  -27.779  1.340e-01 -135.735
    8   19   1.000e-01  -7.000e-02   1.900e-01  2.693e-01  2.198e-01   29.663  2.741e-03    9.997  1.555e-01 -108.390
    8   20   1.000e-01  -7.000e-02   2.000e-01  3.920e-01  3.561e-01   74.338  3.235e-03   42.713  1.638e-01  -89.013
    8   21   1.000e-01  -7.000e-02   2.100e-01  4.983e-01  4.756e-01   99.681  3.552e-03   72.805  1.487e-01  -72.754
    8   22   1.000e-01  -7.000e-02   2.200e-01  5.164e-01  5.042e-01  124.144  3.518e-03  103.429  1.115e-01  -57.315
    8   23   1.000e-01  -7.000e-02   2.300e-01  4.949e-01  4.865e-01  157.812  3.106e-03  143.062  9.058e-02  -29.404
    8   24   1.000e-01  -7.000e-02   2.400e-01  6.199e-01  6.119e-01 -164.614  1.978e-03  161.369  9.923e-02    1.460
    8   25   1.000e-01  -7.000e-02   2.500e-01  8.787e-01  8.739e-01 -127.224  2.647e-04   81.740  9.210e-02   26.493
    8   26   1.000e-01  -7.000e-02   2.600e-01  6.440e-01  6.424e-01 -107.398  1.526e-03    1.517  4.570e-02   41.265
    8   27   1.000e-01  -7.000e-02   2.700e-01  6.313e-01  6.313e-01  -90.048  3.578e-03  -74.404  3.774e-03   38.191
    8   28   1.000e-01  -7.000e-02   2.800e-01  4.621e-01  4.570e-01  -67.199  5.790e-03  -90.843  6.816e-02 -104.492
    8   29   1.000e-01  -7.000e-02   2.900e-01  3.574e-01  3.302e-01  -14.378  4.683e-03  -84.126  1.366e-01 -108.383
    8   30   1.000e-01  -7.000e-02   3.000e-01  5.222e-01  5.025e-01   28.299  3.985e-03  -72.469  1.421e-01 -114.390
    9    0   1.000e-01  -6.000e-02   0.000e+00  9.466e-02  9.285e-02 -171.347  9.630e-04   10.723  1.840e-02  -67.819
    9    1   1.000e-01  -6.000e-02   1.000e-02  1.794e-01  1.787e-01  118.758  1.099e-03   48.012  1.585e-02   -8.749
    9    2   1.000e-01  -6.000e-02   2.000e-02  2.746e-01  2.734e-01  110.940  1.196e-03   82.393  2.578e-02   34.083
    9    3   1.000e-01  -6.000e-02   3.000e-02  2.608e-01  2.583e-01  116.835  1.246e-03  117.120  3.593e-02   57.848
    9    4   1.000e-01  -6.000e-02   4.000e-02  1.503e-01  1.460e-01  145.752  1.282e-03  153.365  3.572e-02   77.072
    9    5   1.000e-01  -6.000e-02   5.000e-02  1.639e-01  1.625e-01 -124.418  1.337e-03 -169.762  2.169e-02  111.995
    9    6   1.000e-01  -6.000e-02   6.000e-02  3.333e-01  3.323e-01  -93.494  1.409e-03 -133.120  2.585e-02 -149.508
    9    7   1.000e-01  -6.000e-02   7.000e-02  4.388e-01  4.345e-01  -79.261  1.491e-03  -97.093  6.151e-02 -117.066
    9    8   1.000e-01  -6.000e-02   8.000e-02  4.287e-01  4.189e-01  -63.857  1.580e-03  -61.707  9.120e-02 -104.401
    9    9   1.000e-01  -6.000e-02   9.000e-02  3.340e-01  3.193e-01  -37.480  1.655e-03  -27.455  9.791e-02  -95.499
    9   10   1.000e-01  -6.000e-02   1.000e-01  2.753e-01  2.653e-01   10.639  1.691e-03    6.173  7.344e-02  -86.825
    9   11   1.000e-01  -6.000e-02   1.100e-01  3.279e-01  3.272e-01   52.049  1.667e-03   40.707  2.118e-02  -66.963
    9   12   1.000e-01  -6.000e-02   1.200e-01  3.678e-01  3.646e-01   74.600  1.624e-03   77.563  4.826e-02   94.112
    9   13   1.000e-01  -6.000e-02   1.300e-01  3.163e-01  2.961e-01   91.890  1.624e-03  116.328  1.111e-01  106.608
    9   14   1.000e-01  -6.000e-02   1.400e-01  2.079e-01  1.428e-01  121.288  1.692e-03  154.505  1.511e-01  117.584
    9   15   1.000e-01  -6.000e-02   1.500e-01  1.945e-01  1.119e-01 -127.339  1.753e-03 -169.000  1.590e-01  131.837
    9   16   1.000e-01  -6.000e-02   1.600e-01  2.769e-01  2.378e-01  -88.915  1.759e-03 -132.359  1.418e-01  153.651
    9   17   1.000e-01  -6.000e-02   1.700e-01  3.007e-01  2.735e-01  -66.999  1.760e-03  -92.924  1.250e-01 -172.610
    9   18   1.000e-01  -6.000e-02   1.800e-01  2.548e-01  2.168e-01  -32.335  1.885e-03  -51.626  1.338e-01 -135.320
    9   19   1.000e-01  -6.000e-02   1.900e-01  2.671e-01  2.171e-01   32.445  2.163e-03  -13.694  1.555e-01 -107.971
    9   20   1.000e-01  -6.000e-02   2.000e-01  3.925e-01  3.567e-01   76.235  2.455e-03   18.775  1.639e-01  -88.555
    9   21   1.000e-01  -6.000e-02   2.100e-01  4.991e-01  4.764e-01  101.201  2.576e-03   47.906  1.488e-01  -72.194
    9   22   1.000e-01  -6.000e-02   2.200e-01  5.185e-01  5.063e-01  125.621  2.403e-03   78.516  1.118e-01  -56.585
    9   23   1.000e-01  -6.000e-02   2.300e-01  5.014e-01  4.929e-01  159.184  2.127e-03  121.472  9.170e-02  -28.262
    9   24   1.000e-01  -6.000e-02   2.400e-01  6.354e-01  6.272e-01 -164.254  1.401e-03  138.843  1.021e-01    2.509
    9   25   1.000e-01  -6.000e-02   2.500e-01  8.969e-01  8.918e-01 -127.260  2.361e-04  112.477  9.602e-02   26.999
    9   26   1.000e-01  -6.000e-02   2.600e-01  6.535e-01  6.517e-01 -108.469  1.045e-03  -29.222  4.821e-02   41.255
    9   27   1.000e-01  -6.000e-02   2.700e-01  6.363e-01  6.363e-01  -91.698  2.840e-03 -101.673  4.622e-03   38.682
    9   28   1.000e-01  -6.000e-02   2.800e-01  4.583e-01  4.533e-01  -69.640  4.653e-03 -113.396  6.704e-02 -103.600
    9   29   1.000e-01  -6.000e-02   2.900e-01  3.458e-01  3.183e-01  -15.498  3.884e-03  -99.831  1.351e-01 -107.713
    9   30   1.000e-01  -6.000e-02   3.000e-01  5.133e-01  4.936e-01   28.410  3.664e-03  -83.313  1.408e-01 -113.786
   10    0   1.000e-01  -5.000e-02   0.000e+00  9.731e-02  9.562e-02 -171.192  9.642e-04   -0.614  1.799e-02  -67.273
   10    1   1.000e-01  -5.000e-02   1.000e-02  1.784e-01  1.778e-01  119.691  1.097e-03   36.627  1.559e-02   -7.763
   10    2   1.000e-01  -5.000e-02   2.000e-02  2.718e-01  2.706e-01  111.268  1.199e-03   70.972  2.553e-02   34.795
   10    3   1.000e-01  -5.000e-02   3.000e-02  2.575e-01  2.551e-01  116.817  1.260e-03  105.277  3.558e-02   58.317
   10    4   1.000e-01  -5.000e-02   4.000e-02  1.469e-01  1.426e-01  145.498  1.305e-03  140.444  3.529e-02   77.434
   10    5   1.000e-01  -5.000e-02   5.000e-02  1.612e-01  1.598e-01 -123.503  1.353e-03  175.978  2.126e-02  112.683
   10    6   1.000e-01  -5.000e-02   6.000e-02  3.302e-01  3.292e-01  -93.045  1.405e-03 -148.432  2.591e-02 -148.411
   10    7   1.000e-01  -5.000e-02   7.000e-02  4.348e-01  4.304e-01  -79.071  1.462e-03 -112.867  6.156e-02 -116.602
   10    8   1.000e-01  -5.000e-02   8.000e-02  4.243e-01  4.144e-01  -63.863  1.534e-03  -77.659  9.106e-02 -104.094
   10    9   1.000e-01  -5.000e-02   9.000e-02  3.294e-01  3.146e-01  -37.635  1.604e-03  -43.836  9.757e-02  -95.268
   10   10   1.000e-01  -5.000e-02   1.000e-01  2.701e-01  2.601e-01   10.693  1.638e-03  -11.159  7.296e-02  -86.646
   10   11   1.000e-01  -5.000e-02   1.100e-01  3.224e-01  3.217e-01   52.228  1.599e-03   21.863  2.065e-02  -66.621
   10   12   1.000e-01  -5.000e-02   1.200e-01  3.619e-01  3.586e-01   74.591  1.519e-03   57.432  4.871e-02   94.507
   10   13   1.000e-01  -5.000e-02   1.300e-01  3.107e-01  2.900e-01   91.524  1.475e-03   95.983  1.115e-01  106.847
   10   14   1.000e-01  -5.000e-02   1.400e-01  2.038e-01  1.365e-01  120.260  1.519e-03  134.622  1.513e-01  117.794
   10   15   1.000e-01  -5.000e-02   1.500e-01  1.924e-01  1.081e-01 -124.103  1.593e-03  170.579  1.591e-01  132.052
   10   16   1.000e-01  -5.000e-02   1.600e-01  2.740e-01  2.344e-01  -87.206  1.613e-03 -155.138  1.418e-01  153.906
   10   17   1.000e-01  -5.000e-02   1.700e-01  2.965e-01  2.688e-01  -65.545  1.575e-03 -119.499  1.251e-01 -172.296
   10   18   1.000e-01  -5.000e-02   1.800e-01  2.514e-01  2.126e-01  -30.272  1.568e-03  -81.014  1.342e-01 -135.019
   10   19   1.000e-01  -5.000e-02   1.900e-01  2.686e-01  2.185e-01   34.858  1.669e-03  -43.006  1.561e-01 -107.704
   10   20   1.000e-01  -5.000e-02   2.000e-01  3.969e-01  3.611e-01   77.606  1.809e-03   -9.511  1.646e-01  -88.285
   10   21   1.000e-01  -5.000e-02   2.100e-01  5.043e-01  4.816e-01  102.210  1.847e-03   20.297  1.498e-01  -71.890
   10   22   1.000e-01  -5.000e-02   2.200e-01  5.251e-01  5.128e-01  126.467  1.692e-03   52.355  1.129e-01  -56.238
   10   23   1.000e-01  -5.000e-02   2.300e-01  5.106e-01  5.019e-01  159.639  1.608e-03   98.350  9.337e-02  -27.892
   10   24   1.000e-01  -5.000e-02   2.400e-01  6.506e-01  6.421e-01 -164.910  1.089e-03  118.266  1.049e-01    2.484
   10   25   1.000e-01  -5.000e-02   2.500e-01  9.058e-01  9.004e-01 -127.885  1.457e-04  163.873  9.907e-02   26.376
   10   26   1.000e-01  -5.000e-02   2.600e-01  6.555e-01  6.536e-01 -109.776  1.009e-03  -69.114  5.002e-02   40.041
   10   27   1.000e-01  -5.000e-02   2.700e-01  6.335e-01  6.334e-01  -93.304  2.513e-03 -125.809  5.332e-03   34.709
   10   28   1.000e-01  -5.000e-02   2.800e-01  4.492e-01  4.442e-01  -71.676  3.886e-03 -135.549  6.661e-02 -102.392
   10   29   1.000e-01  -5.000e-02   2.900e-01  3.342e-01  3.059e-01  -15.906  3.230e-03 -116.116  1.345e-01 -106.861
   10   30   1.000e-01  -5.000e-02   3.000e-01  5.053e-01  4.854e-01   28.784  3.292e-03  -95.066  1.403e-01 -113.064
   11    0   1.000e-01  -4.000e-02   0.000e+00  1.001e-01  9.853e-02 -171.329  9.206e-04  -13.808  1.765e-02  -66.516
   11    1   1.000e-01  -4.000e-02   1.000e-02  1.780e-01  1.774e-01  120.696  1.050e-03   24.063  1.541e-02   -6.648
   11    2   1.000e-01  -4.000e-02   2.000e-02  2.694e-01  2.682e-01  111.713  1.159e-03   58.692  2.536e-02   35.550
   11    3   1.000e-01  -4.000e-02   3.000e-02  2.543e-01  2.519e-01  116.940  1.237e-03   92.854  3.533e-02   58.831
   11    4   1.000e-01  -4.000e-02   4.000e-02  1.436e-01  1.392e-01  145.509  1.299e-03  127.227  3.495e-02   77.862
   11    5   1.000e-01  -4.000e-02   5.000e-02  1.591e-01  1.577e-01 -122.397  1.352e-03  161.587  2.092e-02  113.468
   11    6   1.000e-01  -4.000e-02   6.000e-02  3.277e-01  3.267e-01  -92.495  1.399e-03 -163.921  2.605e-02 -147.465
   11    7   1.000e-01  -4.000e-02   7.000e-02  4.313e-01  4.268e-01  -78.776  1.447e-03 -129.085  6.168e-02 -116.199
   11    8   1.000e-01  -4.000e-02   8.000e-02  4.202e-01  4.102e-01  -63.738  1.514e-03  -94.451  9.103e-02 -103.812
   11    9   1.000e-01  -4.000e-02   9.000e-02  3.250e-01  3.100e-01  -37.602  1.590e-03  -61.355  9.737e-02  -95.037
   11   10   1.000e-01  -4.000e-02   1.000e-01  2.655e-01  2.554e-01   10.984  1.632e-03  -29.894  7.261e-02  -86.433
   11   11   1.000e-01  -4.000e-02   1.100e-01  3.176e-01  3.169e-01   52.601  1.596e-03    1.248  2.025e-02  -66.074
   11   12   1.000e-01  -4.000e-02   1.200e-01  3.567e-01  3.533e-01   74.791  1.498e-03   34.413  4.913e-02   94.716
   11   13   1.000e-01  -4.000e-02   1.300e-01  3.054e-01  2.842e-01   91.457  1.408e-03   71.035  1.119e-01  106.994
   11   14   1.000e-01  -4.000e-02   1.400e-01  2.000e-01  1.305e-01  119.915  1.403e-03  109.043  1.516e-01  117.934
   11   15   1.000e-01  -4.000e-02   1.500e-01  1.918e-01  1.068e-01 -120.715  1.457e-03  144.670  1.593e-01  132.200
   11   16   1.000e-01  -4.000e-02   1.600e-01  2.735e-01  2.337e-01  -85.531  1.481e-03  177.251  1.421e-01  154.075
   11   17   1.000e-01  -4.000e-02   1.700e-01  2.952e-01  2.672e-01  -64.047  1.429e-03 -150.606  1.255e-01 -172.129
   11   18   1.000e-01  -4.000e-02   1.800e-01  2.512e-01  2.120e-01  -28.270  1.337e-03 -116.079  1.348e-01 -134.920
   11   19   1.000e-01  -4.000e-02   1.900e-01  2.726e-01  2.229e-01   36.473  1.287e-03  -79.175  1.569e-01 -107.666
   11   20   1.000e-01  -4.000e-02   2.000e-01  4.031e-01  3.675e-01   78.281  1.288e-03  -43.706  1.656e-01  -88.282
   11   21   1.000e-01  -4.000e-02   2.100e-01  5.113e-01  4.885e-01  102.605  1.262e-03  -10.562  1.510e-01  -71.922
   11   22   1.000e-01  -4.000e-02   2.200e-01  5.328e-01  5.204e-01  126.635  1.153e-03   26.420  1.141e-01  -56.335
   11   23   1.000e-01  -4.000e-02   2.300e-01  5.185e-01  5.098e-01  159.313  1.257e-03   76.914  9.484e-02  -28.189
   11   24   1.000e-01  -4.000e-02   2.400e-01  6.592e-01  6.505e-01 -166.000  8.391e-04  101.391  1.067e-01    1.751
   11   25   1.000e-01  -4.000e-02   2.500e-01  9.037e-01  8.981e-01 -128.640  3.151e-04 -154.517  1.008e-01   25.168
   11   26   1.000e-01  -4.000e-02   2.600e-01  6.501e-01  6.481e-01 -111.000  1.198e-03 -102.299  5.097e-02   38.329
   11   27   1.000e-01  -4.000e-02   2.700e-01  6.238e-01  6.238e-01  -94.607  2.341e-03 -146.331  5.814e-03   29.375
   11   28   1.000e-01  -4.000e-02   2.800e-01  4.361e-01  4.309e-01  -73.080  3.319e-03 -156.400  6.684e-02 -101.222
   11   29   1.000e-01  -4.000e-02   2.900e-01  3.238e-01  2.944e-01  -15.507  2.690e-03 -132.488  1.348e-01 -106.038
   11   30   1.000e-01  -4.000e-02   3.000e-01  4.989e-01  4.787e-01   29.419  2.899e-03 -107.443  1.406e-01 -112.378
   12    0   1.000e-01  -3.000e-02   0.000e+00  1.029e-01  1.014e-01 -171.737  8.397e-04  -31.249  1.736e-02  -65.563
   12    1   1.000e-01  -3.000e-02   1.000e-02  1.783e-01  1.776e-01  121.727  9.520e-04    8.533  1.530e-02   -5.431
   12    2   1.000e-01  -3.000e-02   2.000e-02  2.674e-01  2.662e-01  112.262  1.066e-03   44.502  2.528e-02   36.333
   12    3   1.000e-01  -3.000e-02   3.000e-02  2.513e-01  2.488e-01  117.210  1.164e-03   79.071  3.518e-02   59.373
   12    4   1.000e-01  -3.000e-02   4.000e-02  1.403e-01  1.359e-01  145.812  1.245e-03  112.971  3.470e-02   78.337
   12    5   1.000e-01  -3.000e-02   5.000e-02  1.577e-01  1.564e-01 -121.150  1.310e-03  146.523  2.068e-02  114.311
   12    6   1.000e-01  -3.000e-02   6.000e-02  3.261e-01  3.251e-01  -91.870  1.360e-03 -179.659  2.624e-02 -146.689
   12    7   1.000e-01  -3.000e-02   7.000e-02  4.285e-01  4.240e-01  -78.385  1.413e-03 -145.276  6.188e-02 -115.867
   12    8   1.000e-01  -3.000e-02   8.000e-02  4.166e-01  4.065e-01  -63.481  1.493e-03 -111.185  9.111e-02 -103.567
